Symbol,avg_score,count,sub_cate,yearquarter
31,0.07672910070554773,22,偏股混合型基金,2009H2
20015,0.08643929224291981,22,偏股混合型基金,2009H2
40005,0.08466637752611525,22,偏股混合型基金,2009H2
40008,0.07969429487870494,22,偏股混合型基金,2009H2
40011,0.033285582057115654,22,偏股混合型基金,2009H2
40180,0.15312326947848,3,被动指数型基金,2009H2
80002,0.0644253323023969,11,灵活配置型基金,2009H2
161611,0.08339906149459152,22,偏股混合型基金,2009H2
162204,0.1066339439289136,22,偏股混合型基金,2009H2
162307,0.15307051440080002,3,被动指数型基金,2009H2
163801,0.14793971130116415,11,灵活配置型基金,2009H2
163805,0.08915226483209561,22,偏股混合型基金,2009H2
163807,0.1514103861356323,11,灵活配置型基金,2009H2
200007,0.04323298081924965,11,灵活配置型基金,2009H2
200010,0.05658214175227008,22,偏股混合型基金,2009H2
206002,0.05515575942329381,22,偏股混合型基金,2009H2
210002,0.06865894189104435,11,灵活配置型基金,2009H2
240004,0.07416764689101409,22,偏股混合型基金,2009H2
240005,0.055946483192118694,22,偏股混合型基金,2009H2
240008,0.08986526084217156,11,灵活配置型基金,2009H2
240014,0.16639188428719837,3,被动指数型基金,2009H2
270021,0.062406277580356,22,偏股混合型基金,2009H2
310388,0.03236352055418216,22,偏股混合型基金,2009H2
320003,0.04232512304390013,22,偏股混合型基金,2009H2
320010,0.17679956555366516,3,被动指数型基金,2009H2
375010,0.0954701761630448,11,灵活配置型基金,2009H2
377020,0.07511686101894481,22,偏股混合型基金,2009H2
460005,0.09761105528609315,22,偏股混合型基金,2009H2
519066,0.047470759092406764,11,灵活配置型基金,2009H2
519185,0.09655433495274995,22,偏股混合型基金,2009H2
519670,0.08603824234821576,22,偏股混合型基金,2009H2
519698,0.07570452547886151,22,偏股混合型基金,2009H2
530005,0.0570682324469089,11,灵活配置型基金,2009H2
580001,0.10303132473067801,11,灵活配置型基金,2009H2
580002,0.06101745367050166,22,偏股混合型基金,2009H2
580003,0.07132487164132968,22,偏股混合型基金,2009H2
580005,0.07999401844360608,11,灵活配置型基金,2009H2
610001,0.04315324551002541,22,偏股混合型基金,2009H2
610002,0.06438861804252317,11,灵活配置型基金,2009H2
31,0.10157117748568793,29,偏股混合型基金,2010H1
20015,0.09039219452774726,29,偏股混合型基金,2010H1
40008,0.07727258845136079,29,偏股混合型基金,2010H1
40011,0.05112653803722606,29,偏股混合型基金,2010H1
40015,0.06993459947407242,10,灵活配置型基金,2010H1
40180,0.035878854182859216,6,被动指数型基金,2010H1
160212,0.10273581036719777,29,偏股混合型基金,2010H1
161611,0.07335063275592076,29,偏股混合型基金,2010H1
161811,0.03257170304035142,6,被动指数型基金,2010H1
162212,0.07431428930882746,29,偏股混合型基金,2010H1
162307,0.08147220623989897,6,被动指数型基金,2010H1
162509,0.02919612467909848,6,被动指数型基金,2010H1
163001,0.054069860558956816,10,灵活配置型基金,2010H1
163406,0.12269772537823377,29,偏股混合型基金,2010H1
163805,0.10722516207345596,29,偏股混合型基金,2010H1
163807,0.09088007956743237,10,灵活配置型基金,2010H1
200007,0.04366640103980894,10,灵活配置型基金,2010H1
200010,0.04865391619888868,29,偏股混合型基金,2010H1
206002,0.060814893900834235,29,偏股混合型基金,2010H1
210002,0.08093565516173834,10,灵活配置型基金,2010H1
240014,0.0713113409777482,6,被动指数型基金,2010H1
270021,0.07122919393767564,29,偏股混合型基金,2010H1
270022,0.042653162404894786,10,灵活配置型基金,2010H1
310368,0.08555985434815798,29,偏股混合型基金,2010H1
310388,0.05939692149645292,29,偏股混合型基金,2010H1
320003,0.06690500670209008,29,偏股混合型基金,2010H1
320010,0.0528092104941606,6,被动指数型基金,2010H1
400011,0.07915225946183858,29,偏股混合型基金,2010H1
420003,0.0741225394966273,29,偏股混合型基金,2010H1
420005,0.06279458690049315,29,偏股混合型基金,2010H1
460005,0.08931329550928079,29,偏股混合型基金,2010H1
519066,0.09154621139168735,10,灵活配置型基金,2010H1
519115,0.06398647413428482,29,偏股混合型基金,2010H1
519185,0.12197869605031503,29,偏股混合型基金,2010H1
519670,0.07829145682526041,29,偏股混合型基金,2010H1
519671,0.05305987658600009,6,被动指数型基金,2010H1
519698,0.0961785880399161,29,偏股混合型基金,2010H1
530005,0.04250468490645285,10,灵活配置型基金,2010H1
550002,0.094749871898314,29,偏股混合型基金,2010H1
550008,0.11620457508954506,29,偏股混合型基金,2010H1
550009,0.09189229214499732,29,偏股混合型基金,2010H1
580001,0.08902241028845305,10,灵活配置型基金,2010H1
580003,0.09571313511194851,29,偏股混合型基金,2010H1
580005,0.07782186670228833,10,灵活配置型基金,2010H1
580006,0.08117400340992824,29,偏股混合型基金,2010H1
610001,0.07642876716523331,29,偏股混合型基金,2010H1
610002,0.1191161550581455,10,灵活配置型基金,2010H1
610004,0.08913534417234613,29,偏股混合型基金,2010H1
1,0.11632457610807917,114,灵活配置型基金,2010H2
21,0.0876549048354268,186,偏股混合型基金,2010H2
31,0.12318713963031765,186,偏股混合型基金,2010H2
51,0.08112765600283936,39,被动指数型基金,2010H2
61,0.11590176932914278,186,偏股混合型基金,2010H2
2001,0.07816297836242271,114,灵活配置型基金,2010H2
2011,0.06793518149571717,114,灵活配置型基金,2010H2
2021,0.07816297836242271,114,灵活配置型基金,2010H2
2031,0.08286637987680075,114,灵活配置型基金,2010H2
20001,0.07846094756142084,114,灵活配置型基金,2010H2
20003,0.07301788913543544,114,灵活配置型基金,2010H2
20009,0.10505760655526002,114,灵活配置型基金,2010H2
20010,0.04146378652833558,186,偏股混合型基金,2010H2
20011,0.08217743631356797,39,被动指数型基金,2010H2
20015,0.07804022359872052,186,偏股混合型基金,2010H2
20018,0.06639688239703251,186,偏股混合型基金,2010H2
40002,0.11710400655865665,10,增强指数型基金,2010H2
40004,0.047150135113808625,114,灵活配置型基金,2010H2
40007,0.06360136001040373,186,偏股混合型基金,2010H2
40008,0.08077240663941104,186,偏股混合型基金,2010H2
40011,0.054623263883053885,186,偏股混合型基金,2010H2
40015,0.08418338035086263,114,灵活配置型基金,2010H2
40016,0.04953174570184797,186,偏股混合型基金,2010H2
40180,0.06976867209260276,39,被动指数型基金,2010H2
50001,0.06279693373372741,114,灵活配置型基金,2010H2
50002,0.06670591727090183,39,被动指数型基金,2010H2
50004,0.07539133538018189,114,灵活配置型基金,2010H2
50007,0.0685441745445132,4,平衡混合型基金,2010H2
50008,0.08598894846215038,186,偏股混合型基金,2010H2
50009,0.07994058359694732,186,偏股混合型基金,2010H2
50010,0.04224283914914179,186,偏股混合型基金,2010H2
50012,0.07137267610973168,114,灵活配置型基金,2010H2
50013,0.05748105674791026,39,被动指数型基金,2010H2
50014,0.0807539915405614,186,偏股混合型基金,2010H2
50201,0.06279693373372741,114,灵活配置型基金,2010H2
70001,0.06916143811152622,186,偏股混合型基金,2010H2
70002,0.052124968719898974,186,偏股混合型基金,2010H2
70003,0.05672152682460379,186,偏股混合型基金,2010H2
70006,0.06748569954448097,114,灵活配置型基金,2010H2
70010,0.0754585541588695,114,灵活配置型基金,2010H2
70011,0.06293694563046616,114,灵活配置型基金,2010H2
70013,0.06132478379614406,186,偏股混合型基金,2010H2
70018,0.07282403880207419,114,灵活配置型基金,2010H2
70019,0.05213258927687998,186,偏股混合型基金,2010H2
70099,0.07291462223461113,186,偏股混合型基金,2010H2
80002,0.05190555262787819,114,灵活配置型基金,2010H2
80005,0.04516394097252834,186,偏股混合型基金,2010H2
90001,0.11938471468002122,114,灵活配置型基金,2010H2
90003,0.07119954651907866,114,灵活配置型基金,2010H2
90004,0.0778326386781899,114,灵活配置型基金,2010H2
90006,0.08327494114637371,5,偏债混合型基金,2010H2
90007,0.12369398433735129,186,偏股混合型基金,2010H2
90009,0.06332025124681409,186,偏股混合型基金,2010H2
90010,0.07839455216740945,39,被动指数型基金,2010H2
90011,0.08830773982129267,186,偏股混合型基金,2010H2
100022,0.06463564422569773,114,灵活配置型基金,2010H2
100026,0.06299757331068953,186,偏股混合型基金,2010H2
100029,0.05995098405043802,114,灵活配置型基金,2010H2
100032,0.13064151238650082,10,增强指数型基金,2010H2
100038,0.13064151238650082,10,增强指数型基金,2010H2
100039,0.06057942635630082,186,偏股混合型基金,2010H2
121001,0.1148689284920692,5,偏债混合型基金,2010H2
121002,0.11206178153097102,114,灵活配置型基金,2010H2
121003,0.09754408818859883,186,偏股混合型基金,2010H2
121005,0.08630656939680854,186,偏股混合型基金,2010H2
121006,0.11352403458665333,114,灵活配置型基金,2010H2
121008,0.08392656672625767,186,偏股混合型基金,2010H2
150103,0.11612287948006073,114,灵活配置型基金,2010H2
151001,0.062330909644163386,186,偏股混合型基金,2010H2
160105,0.08528810872679997,114,灵活配置型基金,2010H2
160106,0.10103101524654572,186,偏股混合型基金,2010H2
160119,0.12835970186652276,39,被动指数型基金,2010H2
160211,0.07863206186792458,186,偏股混合型基金,2010H2
160212,0.10166938523811996,186,偏股混合型基金,2010H2
160215,0.09896986089287353,114,灵活配置型基金,2010H2
160314,0.08520299142917553,186,偏股混合型基金,2010H2
160505,0.07301935277408565,186,偏股混合型基金,2010H2
160603,0.059826473444046645,114,灵活配置型基金,2010H2
160605,0.07383427688067676,114,灵活配置型基金,2010H2
160607,0.06266070959428621,186,偏股混合型基金,2010H2
160610,0.07389552212369281,114,灵活配置型基金,2010H2
160611,0.08197495829431657,186,偏股混合型基金,2010H2
160613,0.07108661194422067,186,偏股混合型基金,2010H2
160615,0.08139089270470995,39,被动指数型基金,2010H2
160616,0.05728525322121683,39,被动指数型基金,2010H2
160706,0.08147408235340543,39,被动指数型基金,2010H2
160716,0.11566228596254796,39,被动指数型基金,2010H2
160805,0.08345190718312531,114,灵活配置型基金,2010H2
160806,0.043746960564301524,39,被动指数型基金,2010H2
160807,0.08933084589453075,39,被动指数型基金,2010H2
160910,0.09736871549434825,114,灵活配置型基金,2010H2
161211,0.05438251220262964,39,被动指数型基金,2010H2
161604,0.07251547004740969,39,被动指数型基金,2010H2
161605,0.0896826865429287,114,灵活配置型基金,2010H2
161606,0.08229885322630008,114,灵活配置型基金,2010H2
161607,0.0303726588375866,10,增强指数型基金,2010H2
161609,0.06911583563252797,186,偏股混合型基金,2010H2
161610,0.07956521225071718,186,偏股混合型基金,2010H2
161611,0.07817800381090688,186,偏股混合型基金,2010H2
161706,0.08674736942605221,186,偏股混合型基金,2010H2
161810,0.05644444337675483,186,偏股混合型基金,2010H2
161811,0.08317427953275346,39,被动指数型基金,2010H2
161812,0.06226400484163787,39,被动指数型基金,2010H2
161903,0.046626779175693904,186,偏股混合型基金,2010H2
162102,0.06629115600459352,186,偏股混合型基金,2010H2
162201,0.07374265894555204,114,灵活配置型基金,2010H2
162202,0.06869833597815346,114,灵活配置型基金,2010H2
162203,0.0954240776859877,114,灵活配置型基金,2010H2
162205,0.11154076382517812,5,偏债混合型基金,2010H2
162207,0.1086432831662316,186,偏股混合型基金,2010H2
162208,0.0928197637200355,5,普通股票型基金,2010H2
162209,0.08360283473326309,186,偏股混合型基金,2010H2
162211,0.06102370361290999,114,灵活配置型基金,2010H2
162212,0.0518369134315239,186,偏股混合型基金,2010H2
162213,0.0996477279812097,10,增强指数型基金,2010H2
162307,0.10541844683197826,39,被动指数型基金,2010H2
162509,0.06301498809495029,39,被动指数型基金,2010H2
162605,0.07851721888147692,186,偏股混合型基金,2010H2
162607,0.08676788684541496,186,偏股混合型基金,2010H2
162703,0.08013207158474348,186,偏股混合型基金,2010H2
162711,0.05547283427455484,39,被动指数型基金,2010H2
163001,0.052897174752791154,114,灵活配置型基金,2010H2
163109,0.05080364269610395,39,被动指数型基金,2010H2
163302,0.06187606416642661,114,灵活配置型基金,2010H2
163402,0.06606013681576174,114,灵活配置型基金,2010H2
163406,0.07045472214519172,186,偏股混合型基金,2010H2
163503,0.05881386243497888,186,偏股混合型基金,2010H2
163803,0.09717515320266763,186,偏股混合型基金,2010H2
163804,0.1072514136730317,114,灵活配置型基金,2010H2
163805,0.0919463763073567,186,偏股混合型基金,2010H2
163807,0.09694728304288884,114,灵活配置型基金,2010H2
163808,0.13570605143904685,10,增强指数型基金,2010H2
163809,0.1293842052354624,114,灵活配置型基金,2010H2
163810,0.06426013238205194,114,灵活配置型基金,2010H2
164205,0.10647318065166467,5,普通股票型基金,2010H2
165309,0.12719312424843124,39,被动指数型基金,2010H2
165508,0.07659463211142964,186,偏股混合型基金,2010H2
166001,0.0294349035974191,186,偏股混合型基金,2010H2
166006,0.10062296908869535,186,偏股混合型基金,2010H2
166007,0.083348725982491,186,偏股混合型基金,2010H2
180001,0.05991797288062798,114,灵活配置型基金,2010H2
180010,0.08906628311141038,186,偏股混合型基金,2010H2
180012,0.04983442138019263,186,偏股混合型基金,2010H2
180013,0.049375445500607004,186,偏股混合型基金,2010H2
180018,0.08111763929360002,114,灵活配置型基金,2010H2
180020,0.05900241903503208,114,灵活配置型基金,2010H2
200001,0.058862519140044804,114,灵活配置型基金,2010H2
200002,0.13537900671362874,10,增强指数型基金,2010H2
200006,0.05031948617248922,186,偏股混合型基金,2010H2
200007,0.06071184930113842,114,灵活配置型基金,2010H2
200008,0.053197328441886446,186,偏股混合型基金,2010H2
200010,0.050861836170717545,186,偏股混合型基金,2010H2
202001,0.08050449434341041,114,灵活配置型基金,2010H2
202002,0.08050449434341041,114,灵活配置型基金,2010H2
202003,0.060698643537057936,186,偏股混合型基金,2010H2
202005,0.06902516953351713,186,偏股混合型基金,2010H2
202007,0.04293117387050017,186,偏股混合型基金,2010H2
202009,0.10685755803139615,186,偏股混合型基金,2010H2
202011,0.07992340517680968,186,偏股混合型基金,2010H2
202015,0.1201221327273509,39,被动指数型基金,2010H2
202017,0.11528664908539024,39,被动指数型基金,2010H2
202019,0.025752413453051008,186,偏股混合型基金,2010H2
202021,0.10758399667266083,39,被动指数型基金,2010H2
202211,0.06307811120477239,39,被动指数型基金,2010H2
206001,0.07076857353380893,114,灵活配置型基金,2010H2
206002,0.06644229938135908,186,偏股混合型基金,2010H2
210001,0.0760603233877765,114,灵活配置型基金,2010H2
210002,0.05929243512320932,114,灵活配置型基金,2010H2
210003,0.09121589576925639,186,偏股混合型基金,2010H2
210004,0.07294513943094395,186,偏股混合型基金,2010H2
213001,0.09239286932636767,114,灵活配置型基金,2010H2
213002,0.06520830298353342,186,偏股混合型基金,2010H2
213003,0.07998406673751526,186,偏股混合型基金,2010H2
213006,0.04035869685181395,114,灵活配置型基金,2010H2
213008,0.047641852162077336,186,偏股混合型基金,2010H2
213010,0.1296213340014219,10,增强指数型基金,2010H2
217001,0.08409893093129957,186,偏股混合型基金,2010H2
217002,0.08353543467819688,4,平衡混合型基金,2010H2
217005,0.09527705717952017,186,偏股混合型基金,2010H2
217009,0.09259820850402635,114,灵活配置型基金,2010H2
217010,0.08246154847344558,186,偏股混合型基金,2010H2
217012,0.08944848905848235,186,偏股混合型基金,2010H2
217013,0.043850483362793236,186,偏股混合型基金,2010H2
217016,0.05033819406078408,39,被动指数型基金,2010H2
233001,0.0704454679793694,114,灵活配置型基金,2010H2
233006,0.06738637443832167,186,偏股混合型基金,2010H2
233007,0.060415490199961924,186,偏股混合型基金,2010H2
240001,0.08484041634246062,186,偏股混合型基金,2010H2
240002,0.1097347585713131,114,灵活配置型基金,2010H2
240009,0.04956633654192726,186,偏股混合型基金,2010H2
240010,0.05909072938725668,186,偏股混合型基金,2010H2
240011,0.06772042754837257,186,偏股混合型基金,2010H2
240014,0.09960534767462653,39,被动指数型基金,2010H2
240016,0.11627695762003075,39,被动指数型基金,2010H2
253010,0.06844725839695644,114,灵活配置型基金,2010H2
255010,0.09204840668264706,114,灵活配置型基金,2010H2
257010,0.09204840668264706,114,灵活配置型基金,2010H2
257020,0.05407668325188815,186,偏股混合型基金,2010H2
257030,0.07155624648896591,186,偏股混合型基金,2010H2
257040,0.07604547485869415,186,偏股混合型基金,2010H2
257050,0.07646659341821022,186,偏股混合型基金,2010H2
260101,0.08535687040577648,186,偏股混合型基金,2010H2
260103,0.06479956719436139,114,灵活配置型基金,2010H2
260108,0.08457058792813646,186,偏股混合型基金,2010H2
260109,0.06367508342780008,186,偏股混合型基金,2010H2
260110,0.07653282291346014,186,偏股混合型基金,2010H2
260111,0.08072360711903258,186,偏股混合型基金,2010H2
260112,0.08992775490567564,186,偏股混合型基金,2010H2
270001,0.06505445676463602,114,灵活配置型基金,2010H2
270002,0.08271414972841734,4,平衡混合型基金,2010H2
270006,0.08058527574400626,114,灵活配置型基金,2010H2
270007,0.07269811252818291,114,灵活配置型基金,2010H2
270008,0.06622068422736335,186,偏股混合型基金,2010H2
270010,0.05547283427455484,39,被动指数型基金,2010H2
270021,0.05516726139091672,186,偏股混合型基金,2010H2
270022,0.0802069454649953,114,灵活配置型基金,2010H2
288001,0.07197233527317959,186,偏股混合型基金,2010H2
288002,0.07899479193472729,186,偏股混合型基金,2010H2
290002,0.07121872267963589,114,灵活配置型基金,2010H2
290004,0.06439284836092297,186,偏股混合型基金,2010H2
290005,0.09282195006840319,114,灵活配置型基金,2010H2
310308,0.0737304296695016,186,偏股混合型基金,2010H2
310318,0.11143079102039335,10,增强指数型基金,2010H2
310368,0.076672477710251,186,偏股混合型基金,2010H2
310388,0.05237369084109859,186,偏股混合型基金,2010H2
310398,0.08931213254347821,39,被动指数型基金,2010H2
320001,0.05051848352185736,186,偏股混合型基金,2010H2
320005,0.07439588613417596,186,偏股混合型基金,2010H2
320006,0.04364316899067995,114,灵活配置型基金,2010H2
320007,0.06249241853853863,186,偏股混合型基金,2010H2
320010,0.06664310032740613,39,被动指数型基金,2010H2
320011,0.06791212034013658,186,偏股混合型基金,2010H2
320012,0.04121789498685263,186,偏股混合型基金,2010H2
340001,0.05697541311383242,5,偏债混合型基金,2010H2
340006,0.06496040448546404,5,普通股票型基金,2010H2
340007,0.06002000642199345,186,偏股混合型基金,2010H2
340008,0.07155719992557634,114,灵活配置型基金,2010H2
350001,0.09324385529678114,114,灵活配置型基金,2010H2
350002,0.097438690366975,114,灵活配置型基金,2010H2
350005,0.08799735129925237,114,灵活配置型基金,2010H2
350007,0.05508966863629191,114,灵活配置型基金,2010H2
373010,0.07473730567123801,114,灵活配置型基金,2010H2
373020,0.08362041413784022,4,平衡混合型基金,2010H2
377530,0.1053830698603183,186,偏股混合型基金,2010H2
379010,0.09434792869073405,186,偏股混合型基金,2010H2
398001,0.0419941182052226,114,灵活配置型基金,2010H2
398011,0.10334006664261479,114,灵活配置型基金,2010H2
398021,0.08888966260118437,114,灵活配置型基金,2010H2
398031,0.06614180197612492,114,灵活配置型基金,2010H2
398041,0.0486540592210467,186,偏股混合型基金,2010H2
399001,0.13216254534199828,10,增强指数型基金,2010H2
400003,0.07092882377471313,114,灵活配置型基金,2010H2
400007,0.06662995405795588,186,偏股混合型基金,2010H2
400011,0.05322356470510038,186,偏股混合型基金,2010H2
410001,0.07177487782022927,114,灵活配置型基金,2010H2
410003,0.04835855363059524,186,偏股混合型基金,2010H2
410006,0.10092914411634726,114,灵活配置型基金,2010H2
410007,0.07267781498988987,114,灵活配置型基金,2010H2
420003,0.05073098674721971,186,偏股混合型基金,2010H2
420005,0.05316493199807737,186,偏股混合型基金,2010H2
450001,0.06012014709413048,5,偏债混合型基金,2010H2
450002,0.05089920468287918,186,偏股混合型基金,2010H2
450003,0.0711432694637727,186,偏股混合型基金,2010H2
450004,0.04643771349282189,186,偏股混合型基金,2010H2
450007,0.08378325006423853,186,偏股混合型基金,2010H2
450008,0.12188990786671634,10,增强指数型基金,2010H2
460001,0.08293187842574166,186,偏股混合型基金,2010H2
460002,0.09959245610393971,114,灵活配置型基金,2010H2
460005,0.08293187842574166,186,偏股混合型基金,2010H2
460007,0.06360384782335607,186,偏股混合型基金,2010H2
460009,0.03598679713554355,186,偏股混合型基金,2010H2
470006,0.03201861094598283,186,偏股混合型基金,2010H2
470007,0.05235129224661829,39,被动指数型基金,2010H2
470008,0.06569233624845418,186,偏股混合型基金,2010H2
470009,0.052766372760136876,186,偏股混合型基金,2010H2
519001,0.08580885901646584,186,偏股混合型基金,2010H2
519003,0.11739462437598325,114,灵活配置型基金,2010H2
519005,0.10241050460445941,186,偏股混合型基金,2010H2
519007,0.11058680376593476,114,灵活配置型基金,2010H2
519008,0.10620274551604919,114,灵活配置型基金,2010H2
519011,0.109091366125491,186,偏股混合型基金,2010H2
519013,0.10941537690439047,186,偏股混合型基金,2010H2
519015,0.10847198396360358,186,偏股混合型基金,2010H2
519017,0.12270744490907874,186,偏股混合型基金,2010H2
519018,0.07725198709115541,186,偏股混合型基金,2010H2
519019,0.10044892710102818,186,偏股混合型基金,2010H2
519021,0.08216779545080238,114,灵活配置型基金,2010H2
519025,0.10820254132712397,186,偏股混合型基金,2010H2
519026,0.09913029902244123,186,偏股混合型基金,2010H2
519027,0.10451682060001748,39,被动指数型基金,2010H2
519029,0.09454673907735887,114,灵活配置型基金,2010H2
519035,0.05380796313646335,186,偏股混合型基金,2010H2
519039,0.05840611974308162,186,偏股混合型基金,2010H2
519066,0.08618086050346227,114,灵活配置型基金,2010H2
519068,0.04682858866984921,186,偏股混合型基金,2010H2
519069,0.06191865309336849,186,偏股混合型基金,2010H2
519087,0.04805350784016278,114,灵活配置型基金,2010H2
519089,0.04958709203813381,186,偏股混合型基金,2010H2
519091,0.045022002507099146,114,灵活配置型基金,2010H2
519093,0.047654327085261655,186,偏股混合型基金,2010H2
519095,0.04707307937074328,186,偏股混合型基金,2010H2
519100,0.08933084589453075,39,被动指数型基金,2010H2
519110,0.08018097129239826,186,偏股混合型基金,2010H2
519113,0.08555278758796156,114,灵活配置型基金,2010H2
519115,0.06978653895328198,186,偏股混合型基金,2010H2
519180,0.14213371124023044,39,被动指数型基金,2010H2
519181,0.06292184594234349,114,灵活配置型基金,2010H2
519183,0.0900415068230869,114,灵活配置型基金,2010H2
519185,0.0731790664115099,186,偏股混合型基金,2010H2
519300,0.05901833150822378,39,被动指数型基金,2010H2
519668,0.06670133578490901,186,偏股混合型基金,2010H2
519670,0.07483881750013875,186,偏股混合型基金,2010H2
519671,0.05333037822483437,39,被动指数型基金,2010H2
519672,0.06335561025276855,186,偏股混合型基金,2010H2
519686,0.10360640688584397,39,被动指数型基金,2010H2
519688,0.04754012561984035,186,偏股混合型基金,2010H2
519692,0.061919966216890034,186,偏股混合型基金,2010H2
519694,0.06950698672888936,186,偏股混合型基金,2010H2
519697,0.05997295726678869,114,灵活配置型基金,2010H2
519698,0.09037275364001586,186,偏股混合型基金,2010H2
519700,0.07709527425794743,114,灵活配置型基金,2010H2
530001,0.06044225317991825,186,偏股混合型基金,2010H2
530003,0.03130268543440423,186,偏股混合型基金,2010H2
530005,0.042141633990563795,114,灵活配置型基金,2010H2
530006,0.08554926473567237,186,偏股混合型基金,2010H2
530010,0.11712105412227217,39,被动指数型基金,2010H2
540002,0.10116027078280843,186,偏股混合型基金,2010H2
540003,0.07488372542879033,114,灵活配置型基金,2010H2
540004,0.05699043683707707,5,偏债混合型基金,2010H2
540006,0.10948238521814342,5,普通股票型基金,2010H2
540007,0.0883071176707744,5,普通股票型基金,2010H2
540008,0.09241650700569146,5,普通股票型基金,2010H2
550001,0.03370629997286744,114,灵活配置型基金,2010H2
550003,0.07468684480064895,186,偏股混合型基金,2010H2
550008,0.06398396079756455,186,偏股混合型基金,2010H2
550009,0.03895157106691386,186,偏股混合型基金,2010H2
560002,0.05584623877920446,186,偏股混合型基金,2010H2
560003,0.1018313667818642,114,灵活配置型基金,2010H2
570001,0.07399786087454001,186,偏股混合型基金,2010H2
570005,0.06857026689335378,186,偏股混合型基金,2010H2
570006,0.10326863660086544,186,偏股混合型基金,2010H2
571002,0.11418678072330195,114,灵活配置型基金,2010H2
580001,0.08850557458374579,114,灵活配置型基金,2010H2
580002,0.10597196758113878,186,偏股混合型基金,2010H2
580003,0.07743115048174572,186,偏股混合型基金,2010H2
580005,0.08122217338205424,114,灵活配置型基金,2010H2
590001,0.08474320773616108,186,偏股混合型基金,2010H2
590002,0.08462864043371326,186,偏股混合型基金,2010H2
590003,0.08549749957430254,114,灵活配置型基金,2010H2
590005,0.07393248664135088,186,偏股混合型基金,2010H2
610001,0.06661611568102589,186,偏股混合型基金,2010H2
610002,0.06614652923063223,114,灵活配置型基金,2010H2
610004,0.09650776269895732,186,偏股混合型基金,2010H2
610005,0.0901273365523065,186,偏股混合型基金,2010H2
620001,0.05685069691389795,4,平衡混合型基金,2010H2
620002,0.09957095796013606,114,灵活配置型基金,2010H2
620004,0.04292379266404672,186,偏股混合型基金,2010H2
620006,0.06089453262737597,186,偏股混合型基金,2010H2
630001,0.05885551498974097,114,灵活配置型基金,2010H2
630002,0.035077580891709766,186,偏股混合型基金,2010H2
630005,0.07428112464319714,114,灵活配置型基金,2010H2
630006,0.06898872620896782,186,偏股混合型基金,2010H2
660001,0.048589557737878084,186,偏股混合型基金,2010H2
660003,0.08217641595228195,114,灵活配置型基金,2010H2
660004,0.09401682445338813,186,偏股混合型基金,2010H2
660005,0.09422989074461238,186,偏股混合型基金,2010H2
660006,0.044018944578936216,186,偏股混合型基金,2010H2
690001,0.0746637745188516,114,灵活配置型基金,2010H2
690003,0.09847415849987053,186,偏股混合型基金,2010H2
690004,0.05275850800887467,186,偏股混合型基金,2010H2
1,0.10087767738538479,120,灵活配置型基金,2011H1
21,0.08049265885820032,217,偏股混合型基金,2011H1
31,0.09747576583949373,217,偏股混合型基金,2011H1
51,0.06584804392648189,53,被动指数型基金,2011H1
61,0.08952118506148658,217,偏股混合型基金,2011H1
2001,0.05872567813688264,120,灵活配置型基金,2011H1
2011,0.048016727133654014,120,灵活配置型基金,2011H1
2021,0.05872567813688264,120,灵活配置型基金,2011H1
2031,0.06260391665467367,120,灵活配置型基金,2011H1
20001,0.0881043853568068,120,灵活配置型基金,2011H1
20003,0.07841346876230086,120,灵活配置型基金,2011H1
20009,0.08522714621697859,120,灵活配置型基金,2011H1
20010,0.04534199270140804,217,偏股混合型基金,2011H1
20011,0.097111826762557,53,被动指数型基金,2011H1
20015,0.07437040640925341,217,偏股混合型基金,2011H1
20018,0.05974948540553102,217,偏股混合型基金,2011H1
20021,0.04783490894116316,53,被动指数型基金,2011H1
20022,0.07029119006668523,120,灵活配置型基金,2011H1
40002,0.05956128189483509,13,增强指数型基金,2011H1
40004,0.08148822462341433,120,灵活配置型基金,2011H1
40007,0.0509798055823703,217,偏股混合型基金,2011H1
40008,0.0872189207431701,217,偏股混合型基金,2011H1
40011,0.08751004470795526,217,偏股混合型基金,2011H1
40015,0.08366600334023432,120,灵活配置型基金,2011H1
40016,0.07474993323812831,217,偏股混合型基金,2011H1
40020,0.060318163879353015,217,偏股混合型基金,2011H1
40180,0.15642435981821756,53,被动指数型基金,2011H1
40190,0.15642435981821756,53,被动指数型基金,2011H1
50001,0.03294040367957976,120,灵活配置型基金,2011H1
50002,0.05130369171394769,53,被动指数型基金,2011H1
50004,0.04964285483583804,120,灵活配置型基金,2011H1
50007,0.04946122877299783,4,平衡混合型基金,2011H1
50008,0.05675773438675676,217,偏股混合型基金,2011H1
50009,0.08241893244426572,217,偏股混合型基金,2011H1
50010,0.036416488669035824,217,偏股混合型基金,2011H1
50012,0.07030021070192254,120,灵活配置型基金,2011H1
50013,0.04242240901122673,53,被动指数型基金,2011H1
50014,0.08801436222111157,217,偏股混合型基金,2011H1
50018,0.033429237745685056,217,偏股混合型基金,2011H1
50201,0.03294040367957976,120,灵活配置型基金,2011H1
70001,0.08892356595539479,217,偏股混合型基金,2011H1
70002,0.047375663958301006,217,偏股混合型基金,2011H1
70003,0.06513269869653582,217,偏股混合型基金,2011H1
70006,0.0758043489263703,120,灵活配置型基金,2011H1
70010,0.0666997006667467,120,灵活配置型基金,2011H1
